coffee_id,name,roaster,farmer,process,elevation,country_name,country_region,notes,varietals
1293,Cosmo,Atomic,,Washed,1000,,,"milk,chocolate,smooth,dark chocolate,black pepper,pepper,peanut butter,peanut","Heirlooms,Typica,Caturra,Catuai"
1294,Intensi,Atomic,,Washed,1300,,,"spice,dried fruit,walnut,roasted,smooth,chocolate","Catuai,Bourbon,Caturra,Typica"
1300,Parts & Labor Blend,Maquina,,Washed,1100,Blend,Blend,"floral,balance,smooth,chocolate","Catuai,Heirlooms"
1304,"Kanzu, Rwanda",George Howell,,Washed,2050,Rwanda,Africa,"cherry,sweet",French Mission Bourbon
1306,Blue Orchid Blend,Huckleberry,,Washed,1000,Blend,Blend,"caramel,sweet,chocolate,milk","Colombia,Bourbon,Castillo"
1307,Phantom Limb Blend,Huckleberry,,Washed,1700,Blend,Blend,berry,Heirlooms
1315,West End Blues,Tandem,,Washed,9999,,,complex,Mixed
1317,Stoker,Tandem,,Washed,9999,,,,Various
1320,Ethiopia Kochere,Atomic,,Washed,1900,Ethiopia,Africa,"peach,floral,black tea,tea,citrus,delicate",Heirlooms
1331,Sound & Vision,Huckleberry,,Washed,1000,,,"round,milk,caramel,chocolate","Heirlooms,Castillo,Caturra,Bourbon,Colombia"
1368,Petunias,Revelator,,Washed,9999,,,"chocolate,smooth,sweet,cocoa,cherry",Caturra
1369,Misfit,Revelator,,Washed,9999,,,"dark chocolate,chocolate,pecan,butterscotch,praline",Caturra
1373,Black Bear Blend,Airship,,Washed,9999,Blend,Blend,"walnut,roasted,sweet,complex",Mixed
1374,Sugar Cane Decaf,Airship,,EA Decaf,1600,,,sugar,Mixed
1377,Marco's,DOMA,,Washed,9999,,,"sugar,chocolate,cedar,sweet,spice,nutty,bright,brown sugar,walnut","Typica Peru,Typica Colombia,Pache,Caturra,Catuai,Castillo,Mundo Novo,Bourbon"
1380,Carmela's,DOMA,,Washed,9999,,,"caramel,sugar,almond,chocolate,brown sugar,smooth,dark chocolate","Caturra,Typica Guatemala,Castillo,Mundo Novo,Pache,Colombia"
1400,No.7 House Blend,Boxcar,,Washed,9999,Blend,Blend,"balance,sweet","Typica,Caturra"
1401,Decaf Colombia,Boxcar,,EA Decaf,9999,Colombia,Americas,sugar,"Castillo,Colombia,Caturra"
1402,Blendo Stupendo,Sterling Coffee Roasters,,Washed,1250,,,"roasted,caramel,chocolate","Caturra,Yellow Icatu"
1412,Caffe Del Sol,Caffe Vita,,Washed,9999,,,smooth,"Typica,Bourbon"
1413,Bistro Blend,Caffe Vita,,Washed,1000,Blend,Blend,"milk chocolate,cashew,caramel,milk,smooth,chocolate","Bourbon,Typica"
1414,Queen City,Caffe Vita,,Washed,1200,,,"light,balance,roasted,complex","Typica,Bourbon"
1415,Caffe Luna,Caffe Vita,,Washed,1500,,,light,"Typica,Bourbon"
1416,Theo Blend,Caffe Vita,,Washed,1500,Blend,Blend,"chocolate,smooth","Typica,Bourbon"
1426,Sumatra Gayo River,Caffe Vita,,Wet-hulled,1300,,,soil,"Ateng,Tim Tim,Typica Bergendal"
1430,Dharma Espresso Blend,Temple,,Washed,1000,Blend,Blend,"caramel,dried fruit,milk,berry,creamy,pecan,nutty,almond,cocoa",Various
1450,Three Pillars,Temple,Blend,Pulp Natural,1200,Blend,Blend,"sweet,brown sugar,sugar,cream,cream,cocoa,bittersweet cocoa,milk,dried fruit","Catuai,Bourbon,Mixed"
1460,Cold Front Signature Blend,PT's Coffee Roasting Co.,,Washed,9999,Blend,Blend,"maple syrup,sweet,fruity,syrup,round,creamy,caramel,syrup,lingering,grape,chocolate,smooth,blackberry",Various
1461,Ad Astra Signature Blend,PT's Coffee Roasting Co.,,Washed,9999,Blend,Blend,"chocolate,lingering,bittersweet chocolate,roasted,sugar,dark chocolate,cola,balance,sweet",Various
1462,John Brown Signature Blend,PT's Coffee Roasting Co.,,Washed,9999,Blend,Blend,"chocolate,sweet,juicy,cherry,dark chocolate,black cherry,tobacco",Various
1463,Flor Del Sol Signature Blend,PT's Coffee Roasting Co.,,Washed,9999,Blend,Blend,"caramel,crisp,sweet,fruity,balance,chocolate,silky",Various
1464,Flatlander Signature Blend,PT's Coffee Roasting Co.,,Washed,9999,Blend,Blend,"almond,nutty,chocolate,bittersweet chocolate,tangerine,caramel,round,sweet,roasted",Mixed
1465,Southpaw Espresso,PT's Coffee Roasting Co.,,Washed,9999,,,"peach,spice,floral,caramel,sugar,sweet,clean",Various
1466,Flying Monkey Espresso,PT's Coffee Roasting Co.,,Washed,9999,,,"smooth,chocolate,sweet,graham cracker,honey,milk",Various
1467,The Waverly,Joe Coffee,Brazil: Veloso Coffee; Peru: Cenfrocafe Co-Op,Washed,1200,Blend,Blend,balance,"Bourbon,Pache,Typica,Red Catuai,Caturra"
1469,Organic Espresso,Caffe Vita,,Washed,1200,,,,"Bourbon,Typica"
1470,Organic French Roast,Caffe Vita,,Washed,1500,,,"sweet,roasted,caramel","Bourbon,Typica"
1471,Novacella Decaf,Caffe Vita,,EA Decaf,1000,,,,"Typica,Bourbon"
1472,Owl's Howl,Sight Glass,,Washed,9999,,,,Various
1473,Organic Crown Point,Sight Glass,,Washed,9999,,,milk,Various
1474,Blueboon,Sight Glass,,Washed,9999,,,,Various
1475,Banner Dark,Sight Glass,,Washed,9999,,,,Various
1476,Organic Toketee,Sight Glass,,Washed,9999,,,,Various
1477,The Core Espresso,Highwire,,Washed,9999,,,"sweet,milk,cherry,caramel,crisp,creamy,chocolate,raisin",Arabica
1478,Tightrope,Highwire,,Washed,9999,,,"crisp,delicate,raw,sugar,balance,fruity,chocolate,raspberry,clean",Arabica
1480,Bauhaus,Highwire,,Washed,9999,,,"bittersweet chocolate,chocolate,sweet,cookie",Arabica
1481,After Hours Decaf,Highwire,,EA Decaf,9999,,,,Arabica
1487,"Bella Carmona, Guatemala",Highwire,,Washed,1575,Guatemala,Americas,"caramel,sweet,lime,full body,chocolate,blackberry,bright","Caturra,Bourbon"
1493,Colombia La Primavera Decaf,Gimme!,,EA Decaf,9999,Colombia,Americas,"molasses,sugar,sweet,silky,brown sugar","Caturra,Bourbon,Castillo"
1500,Organic Driftless,Wonderstate,,Washed,9999,,,"graham cracker,lingering,cocoa,roasted,sweet",Various
1501,Organic Off Grid,Wonderstate,,Washed,9999,,,"chocolate,smoky,super,sugar",Various
1502,Organic Big Dipper,Wonderstate,,Washed,9999,,,"chocolate,round,bittersweet chocolate",Various
1521,Hunky Dory Decaf,Sight Glass,,EA Decaf,9999,,,balance,Various
1526,Espresso Novo,Novo,,Washed,9999,,,"caramel,blueberry,balance,sweet",Various
1532,Bird Rock Blend,Bird Rock,,Washed,1400,Blend,Blend,spice,Heirlooms
1552,Guatemala Finca Nuevo Vinas,Caffe Vita,Keller,Washed,1350,Guatemala,Americas,bright,"Pacamara,Caturra,Catuai"
1565,The Daily,Joe Coffee,"Brazil: Veloso Coffee; Colombia: El Paraiso, Villa Esperanza",Washed,1066,Blend,Blend,"chocolate,milk,milk chocolate,dried fruit,super","Red Catuai,Catuai,Caturra,Colombia"
1566,Benchmark,Joe Coffee,,Washed,1200,,,"smooth,milk,sweet,almond,roasted,molasses,chocolate,dark chocolate",Bourbon
1567,Nightcap House Decaf,Joe Coffee,,EA Decaf,1000,,,"cocoa,honey,dried fruit","Red Catuai,Yellow Catuai"
1585,Hundred Mile,Stumptown,,Washed,9999,,,"sweet,milk",Various
1602,Four Leftys,Novo,,Washed,9999,,,"sweet,nutty,bright",Various
1603,Espresso del Fuego,Novo,,Washed,9999,,,creamy,Various
1604,Novo Decaf,Novo,,EA Decaf,9999,,,,Mixed
1605,Decaf Espresso Novo,Novo,,EA Decaf,9999,,,milk,Various
1616,Hair Bender,Stumptown,,Washed,9999,,,"complex,sweet",Various
1617,House Blend,Stumptown,,Washed,9999,Blend,Blend,"sweet,roasted,light",Various
1618,Holler Mountain,Stumptown,,Washed,9999,,,"bright,caramel,crisp,hazelnut,citrus,creamy",Various
1631,The Chronic,DOMA,,Washed,9999,,,"spice,chocolate,walnut,cedar","Bourbon,Caturra,Catuai"
1638,Pale Rider Decaf,Revelator,,EA Decaf,9999,,,"apple,caramel,milk,milk chocolate,chocolate,red apple,clean,sweet","Caturra,Castillo,Bourbon"
1660,ORG Decaf Espresso,Klatch,,EA Decaf,9999,,,"clean,cinnamon,milk,creamy,sweet",Various
1733,French Roast,Stumptown,,Washed,9999,,,"smoky,milk",Various
1782,Tarrazu,George Howell,,Washed,1550,,,smooth,"Caturra,Catuai"
1784,Tarrazu French,George Howell,,Washed,1550,,,"milk,cola,caramel,walnut","Catuai,Caturra"
1785,Tarrazu Espresso,George Howell,,Washed,1550,,,"smooth,roasted","Catuai,Caturra"
1786,Alchemy,George Howell,,Washed,1200,,,"sweet,milk,bright,raspberry,clean,chocolate","Caturra,Catuai"
1841,Virgil's,DOMA,,Washed,9999,,,"light,cedar,caramel,smooth,chocolate,dark chocolate",Bourbon
1877,Gotham Blend,Irving Farm,The Salaverria family,Washed,1350,El Salvador,Americas,"sugar,smoky","Catuai,Bourbon"
1902,Endless Summer,Equator,,Washed,9999,,,"juicy,bright",Various
1904,Eye Of The Tiger Espresso,Equator,,Washed,9999,,,"fruity,juicy,round,citrus",Various
1908,Ethiopia Sidama Ardi,Equator,Nardos Coffee,Natural,1775,Ethiopia,Africa,"lavender,sweet,fruity,smooth,clean,lemon,vanilla,meyer lemon",Heirlooms
1925,Space Cadet,Atomic,,Washed,1200,,,"clementine,sugar,sweet,cherry,smooth,nougat,burnt sugar","Heirlooms,Caturra,Typica"
1928,French Roast,Atomic,,Wet-hulled,1450,,,"milk,chocolate,spice,earthy","Typica,Bourbon,Catimor"
1960,Ethiopia Kochere,Airship,,Natural,1850,Ethiopia,Africa,"berry,smooth,complex,fruity,sweet",Heirlooms
2007,Emporium House Blend,Cuvee,,Washed,9999,Blend,Blend,complex,"Pacas,Caturra,Catuai,Bourbon,Pache"
2008,Jackalope Decaf,Cuvee,,EA Decaf,1900,,,savory,"Caturra,Colombia"
2009,Stella Cometa Espresso Blend,Cuvee,,Washed,1150,Blend,Blend,"clean,light","Pacas,Caturra,Pache,Yellow Catuai,Yellow Bourbon"
2010,Karmadillo Dark Espresso Blend,Cuvee,,Washed,1150,Blend,Blend,"milk,chocolate","Crowned Garuda,Heirlooms,Yellow Catuai,Caturra,Pache,Yellow Bourbon"
2011,West Pole Dark Roast,Cuvee,,Washed,9999,,,"roasted,spice,molasses,delicate","Colombia,Caturra"
2116,Antigua La Flor,George Howell,La Flor Del Cafe,Washed,1750,Guatemala,Americas,"nutty,bright,tangerine,sweet,chocolate","Bourbon,Caturra,Catuai"
2183,Milwaukee Rockstar Blend,Anodyne Coffee Roasters,Limoncillo Estate,Washed,800,Nicaragua,Americas,"light,roasted,dark chocolate,chocolate,spice",Various
2188,Mind Tonic Espresso,Anodyne Coffee Roasters,Multiple,Washed,1550,Blend,Blend,"citrus,almond,milk,milk chocolate,cherry,smooth,chocolate,roasted,juicy,round",Various
2204,Black Apple Espresso,Airship,,Washed,1300,,,"apple,juicy,cherry",Mixed
2297,Amsterdam,Joe Coffee,The Veloso Family,Natural,9999,Brazil,Americas,"sweet,smooth,milk,toffee",Red Catuai
2322,The Bowery,Oren's,,Washed,9999,,,"milk,complex,sweet,sugar,roasted,cinnamon,chocolate","Caturra,Castillo"
2324,Central Park,Oren's,,Washed,9999,,,"milk,milk chocolate,molasses,chocolate,smooth,full body,plum,complex",Caturra
2325,Two Bridges,Oren's,,Washed,9999,,,"balance,sweet,citrus,toffee,soft,smooth","Castillo,Bourbon,Caturra"
2327,Colombian,Oren's,,Washed,9999,,,"apple,full body,clean,green apple,smooth,crisp","Castillo,Caturra"
2329,Costa Rica La Minita,Oren's,,Natural,9999,,,"milk chocolate,plum,milk,honey,chocolate",Caturra
2331,Beowulf Blend,Oren's,,Washed,9999,Blend,Blend,sweet,"Caturra,SL28,Castillo,Kent"
2339,Old World Venezia,Klatch,,Washed,9999,,,"chocolate,smooth,dark chocolate,spice",Various
2340,Dark Thunder,Klatch,,Washed,9999,,,"smoky,sweet",Various
2341,Klatch's Best House Blend,Klatch,,Washed,9999,Blend,Blend,"smooth,juicy,orange,balance,round,chocolate",Various
2342,ORG Amazon Blend,Klatch,,Washed,9999,Blend,Blend,"dark chocolate,sugar,sweet,caramel,smooth,chocolate,nutty,brown sugar",Various
2367,Sumatra Kerinci Honey,Airship,,Honey,1400,,,"floral,bright,clean,plum,grapefruit,honey,round,fruity,sweet",Mixed
2396,Kensington Blend,ReAnimator Coffee Roasters,,Natural,9999,Blend,Blend,"milk,cocoa,roasted,walnut,creamy","Catuai,Heirlooms"
2417,Ecuador Bosque de Marfil,Huckleberry,Multiple,Washed,1550,Ecuador,Americas,"brown sugar,super,apple,sweet,sugar,complex,cherry,black cherry,molasses,green apple","Bourbon,Caturra,Typica"
2436,9 to 5,Revelator,,Washed,9999,,,"black cherry,cherry,caramel",Arabica
2438,Southern Gothic,Quills,,Washed,900,,,"creamy,caramel,roasted,chocolate","Typica,Bourbon,Caturra,Catuai,Colombia"
2525,Cold Brew Blend,Irving Farm,,Washed,9999,Blend,Blend,"complex,caramel,berry,smooth,molasses,chocolate",
2526,Highline Blend,Irving Farm,,Washed,9999,Blend,Blend,"light,delicate,caramel,bright,apple,sweet",Mixed
2544,Great Heights,Joe Coffee,The Veloso Family,Natural,1066,Brazil,Americas,"bright,nutty,cherry,cedar,sweet,light",Red Catuai
2547,Peru Rancho Sabancaya,Caffe Vita,,Washed,1400,Peru,Americas,"sugar,cedar,brown sugar,nougat,tobacco,caramel,blackberry,dark chocolate,chocolate","Pache,Catuai,Caturra,Villa Sarchi,Catimor,Bourbon"
2615,"Papua New Guinea, Baroida Estate, Eastern Highlands",Sight Glass,Colbran,Washed,1775,Papua New Guinea,Oceania,"chocolate,citrus,savory,floral","Bourbon,Arusha,Mundo Novo"
2697,Guatemala Hunapu,Kuma,Multiple,Washed,1650,Guatemala,Americas,"bright,orange zest,cherry,smooth,soil,orange",Red Bourbon
2719,Kindred Blend,AKA,,Washed,1700,Blend,Blend,"chocolate,orange,cedar",Caturra
2731,Matalapa,George Howell,Vickie Ann Dalton de Diaz,Washed,1300,El Salvador,Americas,"brown sugar,sugar,nougat","Bourbon,Pacas"
2749,Ethiopia Worka Chelbesa,Huckleberry,Chelbesa Washing Station,Washed,1975,Ethiopia,Africa,"floral,hibiscus,bright,candy,lemonade,tea,sweet,fruity",Ethiopia Landraces
2781,1320,City of Saints,,Washed,9999,,,"sugar,soft,chocolate,cream,cream,walnut,roasted,apple","Catuai,Caturra,Bourbon"
2782,Citizen,City of Saints,,Washed,1200,,,"caramel,crisp,sweet,citrus,chocolate","Bourbon,Typica,Mundo Novo,Caturra"
2784,Denizen,City of Saints,,Washed,1600,,,"bright,juicy,complex,round,smooth,caramel","Heirlooms,Bourbon,Typica"
2785,Woodsman,City of Saints,,Washed,1000,,,"milk,roasted,slick","Caturra,Bourbon,Catimor,Mundo Novo"
2792,Blend,Necessary,,Washed,9999,Blend,Blend,creamy,"Castillo,Bourbon,Colombia,Caturra"
2793,Colombia,Necessary,Divino Nina and ASOCAFOR Associations,Washed,1500,Colombia,Americas,nutty,"Colombia,Castillo,Caturra"
2794,Burundi,Necessary,,Washed,1650,Burundi,Africa,"cocoa,milk,raisin",Bourbon
2795,Ethiopia,Necessary,,Washed,1950,Ethiopia,Africa,"fruity,soft,lemon,plum",
2811,Slow Burn,Red Bay,,Natural,1200,,,"molasses,smooth,prune,raisin,dark chocolate,milk,complex,fig,chocolate","Red Catuai,Bourbon Gayo"
2816,Coltrane,Red Bay,"Mary Bolaos, Sergio Mosquera, Rodelfi Betancourt, Juan  Medina, Dilio Pechene, and Linares Paz",Washed,1685,Colombia,Americas,"smooth,sweet,complex,juicy,milk,milk chocolate,dark chocolate,grape,chocolate,lingering,orange,plum,citrus,hazelnut","Colombia,Tabi,Castillo"
2830,King's Prize,Red Bay,,Washed,2025,,,"floral,tangerine,peach,jasmine,apricot,honeysuckle,tropical fruit",Heirlooms
2832,Funky Chicken,Red Rooster,,Washed,1250,,,"cream,cream,earthy,sweet,clean,bright,plum","Catuai,Catimor,Caturra"
2833,4 & 20 French Roast,Red Rooster,,Washed,1250,,,"cinnamon,balance","Mundo Novo,Typica,Caturra,Catimor"
2834,Old Crow Cuppa Joe,Red Rooster,,Washed,1220,,,"sweet,creamy,berry","Typica,Mundo Novo,Caturra,Catimor"
2835,Farmhouse Breakfast Blend,Red Rooster,,Washed,1220,Blend,Blend,"caramel,sweet,roasted,meyer lemon,nutty,lemon","Catuai,Catimor,Mundo Novo,Caturra"
2838,Honduras COMSA,Red Rooster,Mujale Association,Washed,1625,Honduras,Americas,"sweet,dark chocolate,chocolate,smooth","Catimor,Caturra,Catuai"
2839,Organic Nicaragua,Red Rooster,Castillo family,Washed,1325,Nicaragua,Americas,"chocolate,roasted,smoky,sweet","Catuai,Catimor,Bourbon,Caturra"
2863,Rise and Shine,Greater Goods,Multiple,Washed,1400,,,"smooth,super,bitter,sweet,dark chocolate,chocolate","Catuai,Castillo,Caturra"
2864,Take Me Home (Costa Rica),Greater Goods,Hermanos Solis,Honey,1800,Costa Rica,Americas,"honey,meyer lemon,caramel,milk,hazelnut,vanilla,nutty,orange,lemon",Red Catuai
2867,Good Vibes (Brasil),Greater Goods, Fazenda Ambiental Fortaleza (FAF),Natural,1270,Brazil,Americas,"clean,cocoa,peanut,complex,buttery","Red Catuai,Yellow Catuai,Icatu"
2868,Colombia Coffee For Peace,Klatch,,Washed,9999,Colombia,Americas,"nectarine,cocoa,bright,sugar,floral,lime,clean,chocolate,lemon,smooth,spice",Castillo
2878,Riqueza Dark Blend,Temple,,Washed,9999,Blend,Blend,"sugar,cream,cream,spice,milk,sweet,cocoa",Mixed
3014,French Roast,Oren's,,Washed,9999,,,"sweet,caramel","Caturra,Colombia"
3015,Italian Roast,Oren's,,Washed,9999,,,"sweet,raisin,chocolate","Bourbon,Caturra,Colombia"
3019,Bosley,City of Saints,,Washed,1300,,,"sweet,milk",Heirlooms
3079,Tekt┼ìn,Blueprint Coffee Roasters,,Washed,1600,,,balance,"Heirlooms,Ethiopia Landraces,Bourbon"
3139,Pick-Me-Up,Greater Goods,,Washed,1760,,,"apple,complex,chocolate,stone fruit,honey,floral","Typica,Tabi,Geisha,Colombia,Caturra,Ethiopian Bourbon"
3149,Stimulate,Greater Goods,Multiple,Washed,1700,Blend,Blend,"chocolate,sugar,brown sugar,dark chocolate,almond,roasted",Various
3159,Newsstand Blend,Sparrows,,Washed,9999,Blend,Blend,"orange,smooth,juicy,sweet,round,caramel,chocolate,dark chocolate","Mayaguez,Bourbon"
3160,H.O.M.E.S. Blend,Sparrows,,Washed,9999,Blend,Blend,,"Typica,Bourbon,Caturra"
3161,Dirty Bird,Sparrows,,Washed,9999,,,milk,"Bourbon,Typica,Castillo"
3162,All Seasons Blend,Sparrows,,Washed,9999,Blend,Blend,"clean,sweet,honey,smooth,chocolate,cherry,creamy,round","Typica,Heirlooms,Bourbon"
3163,Colombia Cauca,Sparrows,,Washed,9999,Colombia,Americas,"juicy,crisp,cherry,citrus,nutty","Castillo,Typica,Bourbon"
3189,Organic Prism Blend,Wonderstate,,Washed,9999,Blend,Blend,"balance,cocoa,strawberry,fruity",Various
3190,Penrose,Blueprint Coffee Roasters,Antonio Marcos do Carmo,Washed,9999,,,nutty,"Colombia,Castillo,Yellow Catuai,Caturra"
3199,Civitas,Huckleberry,,Washed,1300,,,"raisin,sugar,dark chocolate,chocolate,toffee",Arabica
3203,Decaf Inza,AKA,,EA Decaf,1850,,,"brown sugar,red grape,sugar,complex,grape","Caturra,Castillo,Colombia"
3209,Decaf Cauca,Quills,,EA Decaf,1650,,,"smooth,lemon,complex,sugar,brown sugar,nougat","Castillo,Caturra,Colombia"
3253,La Familia Guarnizo - 5 lb bag,Joe Coffee,Guarnizo Family,Washed,9999,,,"sweet,sugar,pecan,tangerine",Caturra
3255,Great Heights - 5 lb bag,Joe Coffee,The Veloso Family,Natural,1066,Brazil,Americas,"nutty,sweet,cedar,bright,light,cherry",Red Catuai
3257,H.O.M.E.S. - 5 lb bag,Sparrows,,Washed,9999,,,,"Bourbon,Typica,Caturra"
3260,French Roast - 5 lb bag,Atomic,,Wet-hulled,1300,,,"earthy,chocolate,spice,milk","Catimor,Bourbon,Typica"
3266,Eye of the Tiger - 5 lb bag,Equator,,Washed,9999,,,"citrus,round,juicy,fruity",Various
3272,Flor del Sol - 5 lb bag,PT's Coffee Roasting Co.,,Washed,9999,,,"crisp,caramel,balance,silky,sweet,fruity,chocolate",Various
3297,Blue Boy,Methodical,,Washed,1524,,,"round,sweet,apple,crisp,smooth,soft,green apple,bright","Bourbon,Caturra"
3303,Stargazer,Gimme!,,Washed,9999,,,"bright,juicy,fruity,sweet,light,complex","Pache,Typica,Caturra,Bourbon"
3305,Guatemala Ixlama,Methodical,Multiple,Washed,1677,Guatemala,Americas,"clean,apple,caramel,round,bright,green apple,chocolate,crisp,fruity","Caturra,Bourbon"
3306,Play Nice,Methodical,,Washed,1800,,,"light,bright,sweet,dried cranberry,smooth,orange,juicy,cranberry,milk,chocolate,dried cranberry,milk chocolate","Castillo,Caturra"
3307,Colombia Cauca - Decaf,Methodical,,EA Decaf,1650,Colombia,Americas,"fruity,sweet",Castillo
3308,Costa Rica La Pastora,Methodical,,Washed,1550,,,"clean,juicy,smooth","Catuai,Caturra"
3328,Organic French,Portland,,Washed,9999,,,"sweet,roasted,clean,milk","Mundo Novo,Typica,Catuai,Bourbon"
3329,Organic Tanagers Song,Portland,,Washed,9999,,,"milk,clean,milk chocolate,delicate,light,berry,crisp,sweet,chocolate,plum","Bourbon,Catuai,Typica,Mundo Novo"
3330,Steel,Portland,,Washed,9999,,,"cocoa,toffee,super,smooth,cherry,sweet","Typica,Castillo,Bourbon,Arusha"
3331,Guatemala,Portland,Miguelina Villatoro,Washed,9999,Guatemala,Americas,"raisin,molasses,chocolate,fruity,cinnamon","Bourbon,Pacamara"
3333,Colombia,Portland,,Washed,9999,Colombia,Americas,"berry,cherry,tropical fruit",Castillo
3339,Big Riff,Metric,,Washed,1500,,,"green apple,chocolate,plum,creamy,apple,sweet,dried fruit","Caturra,Bourbon"
3340,Colorized,Metric,,Washed,1800,,,"juicy,candy,lingering,roasted,berry,tropical fruit",Various
3341,Colossus,Metric,,Washed,1500,,,"spice,vanilla,chocolate,smooth,dark chocolate,milk,creamy,round,sugar","Caturra,Bourbon"
3342,En Masse,Metric,,Washed,1500,,,"caramel,candy,sweet,complex,pear","Heirlooms,Colombia,Caturra"
3343,Seismic,Metric,,Washed,1500,,,"lemon,sweet,smooth,bright","Caturra,Bourbon,Catuai"
3345,Decaf Colombia,Metric,,EA Decaf,1700,Colombia,Americas,"apple,walnut,green apple,molasses,cedar,clean,crisp,chocolate,dark chocolate","Tabi,Bourbon,Caturra,Colombia,Maragogipe"
3369,Primary Series: Blue,Blueprint Coffee Roasters,Honduras - COMSA CoOp / Brazil - Moscardini Family / Colombia - smallholder farms,Natural,1100,Blend,Blend,"roasted,cocoa,caramel,round","Castillo,Bourbon,Mundo Novo,Catuai,Caturra,Yellow Catuai,Tupi,Typica"
3419,Capital Cold Brew,Temple,,Washed,9999,,,"cherry,bright,lingering,citrus zest,milk chocolate,milk,nutty,sweet,citrus,chocolate,smooth",Mixed
3430,Gamatui Washed,Broadsheet,Gamatui Community,Washed,1900,Uganda,Africa,"macadamia nut,clean,round,buttery","SL34,SL14,Bourbon"
3439,Decaf Eye of the Tiger,Equator,,EA Decaf,9999,,,"dried cherry,cinnamon,candy,plum,cherry,sweet",
3446,Joven Cauca,Sparrows,CAFINORTE Cooperative,Washed,9999,,,"sweet,citrus,chocolate,smooth,cherry,milk chocolate,milk,flower,cola",Bourbon
3454,Gamatui Community,Blueprint Coffee Roasters,Sipi Falls Mill,Natural,1900,Uganda,Africa,"toffee,fruity","SL14,Bourbon,SL34"
3463,Swiss Water Process Decaf Colombia,Oren's,,Swiss Water Decaf,9999,Colombia,Americas,"chocolate,cherry,full body,sour,cedar,bright",
3466,Swiss Water Process Decaf Sumatra,Oren's,,Swiss Water Decaf,9999,Indonesia,Asia,"smooth,sweet,creamy,apricot,clean",
3467,Swiss Water Process Decaf French Roast,Oren's,,Swiss Water Decaf,9999,,,roasted,
3473,Dominic's Organic Cold Brew Blend,DOMA,,Washed,9999,Blend,Blend,"vanilla,sugar,crisp,caramel,smooth,cream,cream","Pache,Caturra,Catuai,Castillo,Bourbon,Catimor,San Ramon,Typica,Colombia"
3482,Chin Up,Good Citizen,Rigoberto Herrera,Washed,1400,Colombia,Americas,"milk,almond,dark chocolate,cherry,lemon zest,smooth,chocolate,lemon,milk chocolate","Caturra,Colombia,Catuai,Mandela"
3483,Hang Tough,Good Citizen,,Washed,1300,,,"almond,lemon,dark chocolate,roasted,full body,buttery,chocolate,lemon zest,toffee","Caturra,Catuai"
3484,Up & At 'Em,Good Citizen,,Washed,1250,,,"juicy,fruity,sweet,melon,caramel,tangerine,grape,green grape,strawberry,bright","Caturra,Ethiopia Landraces,Jarc Selections,Peaberry"
3485,Stay Golden,Good Citizen,,Washed,1400,,,"melon,cherry,juicy,chocolate,apple","Ethiopia Landraces,Caturra,Jarc Selections"
3486,Easy Does It - Decaf,Good Citizen,,EA Decaf,1650,,,"caramel,sweet,creamy,sugar,toffee,lemon,cherry","Colombia,Castillo,Caturra"
3487,Palmera,Good Citizen,,Washed,1500,,,"clean,cherry,brown sugar,sugar","Caturra,Colombia,Castillo"
3488,Paubrasil,Good Citizen,,Natural,1100,,,"full body,creamy,chocolate,milk chocolate,milk,roasted",Catuai
3489,Benti Nenka,Good Citizen,Eyasu Worasag,Washed,2030,Ethiopia,Africa,"delicate,candy,blackberry,fruity,juicy,peach,cotton candy,lime","Jarc Selections,Ethiopia Landraces"
3490,Estate La Esperanza,Good Citizen,Rigoberto Herrera,Washed,1595,Colombia,Americas,"juicy,fruity,kiwi,strawberry","Caturra,Mandela,Colombia"
3526,Primary Series: Yellow,Blueprint Coffee Roasters,Multiple,Washed,900,Brazil,Americas,"bright,black tea,juicy,lemon,light,honey,tea","Tupi,Mundo Novo,Heirlooms"
3527,Sumatra Takengon,Atomic,,Wet-hulled,1300,,,"cedar,earthy,chocolate,dark chocolate,full body,sweet","Bourbon,Typica,Caturra,Catimor"
3536,Colombia La Virgen,City of Saints,InConexus ,Washed,1930,Colombia,Americas,"tea,green tea","Colombia,Caturra,Geisha,San Bernardo,Castillo,Tabi"
3540,Konga,Irving Farm,Konga Cooperative ,Washed,1875,Ethiopia,Africa,"peach,super,flower,sweet,floral,candy,cantaloupe",Heirlooms
3546,Uganda Sipi Falls Washed,Huckleberry,Sipi Falls Mill,Washed,1900,Uganda,Africa,"caramel,tangerine,bright,apricot,sweet,buttery,butterscotch","SL34,SL28"
3550,Primary Series: Red,Blueprint Coffee Roasters,"Emilio Lopez Diaz, COMSA Cooperative",Washed,1220,Honduras,Americas,"green apple,apple,cherry,nutty","Catuai,Caturra,Typica,Bourbon"
3559,Decaf Colombia Huila,City of Saints,,EA Decaf,9999,Colombia,Americas,"chocolate,molasses,sugar,cherry","Typica,Caturra"
3565,French Roast,Bird Rock,,Washed,9999,,,"dark chocolate,roasted,cherry,chocolate,wood","Bourbon,Catuai,Caturra"
3580,Angel BBs,Gimme!,,Washed,1400,,,"balance,fruity","Caturra,Castillo"
3583,Pump House,Bird Rock,,Washed,9999,,,"caramel,fruity,light","Bourbon,Catimor,Caturra"
3584,Little Italy Blend,Bird Rock,,Washed,9999,Blend,Blend,"hazelnut,chocolate,smooth,cherry,light,full body","Bourbon,Caturra,Pache"
